,City,Lat,Lng,Max Temp,Humidty,Cloudiness,Wind Speed,Country,Date
365,cayenne,4.9333,-52.3333,298.15,88,75,1.54,GF,1614643568
366,navalcarnero,40.2891,-4.012,283.15,76,0,3.6,ES,1614643568
367,itainopolis,-7.4469,-41.4783,295.68,90,61,1.56,BR,1614643568
368,sibu,2.3,111.8167,296.15,94,20,1.03,MY,1614643569
369,barcelos,41.5388,-8.6151,286.15,82,75,4.12,PT,1614643517
370,dalaba,10.7,-12.25,292.92,34,58,0.22,GN,1614643569
371,fort collins,40.5853,-105.0844,282.15,23,1,1.54,US,1614643513
372,kewanee,41.2456,-89.9248,271.48,67,24,0.45,US,1614643570
373,lagoa,39.05,-27.9833,286.82,65,84,7.22,PT,1614643570
374,maloy,61.9353,5.1136,279.82,100,90,8.75,NO,1614643570
375,vabalninkas,55.9667,24.75,274.14,93,56,3.61,LT,1614643571
376,san ignacio,17.1561,-89.0714,306.15,35,0,4.12,BZ,1614643571
377,the valley,18.217,-63.0578,299.15,64,40,5.14,AI,1614643411
378,puerto narino,-3.7703,-70.3831,298.15,100,0,0.59,CO,1614643571
379,yatou,37.15,122.3833,274.05,82,0,7.39,CN,1614643572
380,abha,18.2164,42.5053,287.15,87,0,1.54,SA,1614643572
381,vestmannaeyjar,63.4427,-20.2734,277.3,84,100,6.82,IS,1614643572
382,bandarbeyla,9.4942,50.8122,297.39,83,28,5.27,SO,1614643573
383,seoul,37.5683,126.9778,274.15,80,75,2.57,KR,1614643428
384,tulun,54.5611,100.5792,255.9,93,100,0.92,RU,1614643573
385,shieli,44.1667,66.75,274.06,86,17,3.43,KZ,1614643573
386,emerald,-23.5333,148.1667,303.71,58,100,2.57,AU,1614643573
387,cap malheureux,-19.9842,57.6142,297.59,78,3,2.24,MU,1614643574
388,saint george,37.1041,-113.5841,289.82,10,1,4.12,US,1614643574
389,paramonga,-10.6667,-77.8333,296.46,69,42,2.55,PE,1614643574
390,nouadhibou,20.931,-17.0347,291.15,72,0,9.26,MR,1614643574
391,bara,10.3744,10.7288,299.6,16,23,4.72,NG,1614643575
392,havre-saint-pierre,50.2334,-63.5986,271.15,93,90,8.23,CA,1614643575
393,strezhevoy,60.7333,77.5889,247.15,76,0,3.0,RU,1614643575
394,mwense,-10.3845,28.698,293.06,90,100,1.01,ZM,1614643576
395,silver city,32.7701,-108.2803,283.15,23,1,6.69,US,1614643576
396,touros,-5.1989,-35.4608,297.15,94,75,2.57,BR,1614643576
397,ibra,22.6906,58.5334,289.51,67,0,1.2,OM,1614643576
398,caldas novas,-17.7417,-48.625,293.54,92,65,2.64,BR,1614643577
399,oyama,36.3,139.8,291.48,94,75,3.6,JP,1614643577
400,taunggyi,20.7833,97.0333,285.33,43,0,1.32,MM,1614643401
401,cockburn town,21.4612,-71.1419,297.72,72,30,8.82,TC,1614643298
402,kieta,-6.2167,155.6333,301.99,75,98,4.65,PG,1614643577
403,shingu,33.7333,135.9833,290.15,94,75,8.75,JP,1614643521
404,laguna,38.421,-121.4238,294.26,21,1,0.29,US,1614643578
405,kendari,-3.945,122.4989,298.62,86,99,1.17,ID,1614643578
406,pierre,44.3683,-100.351,272.15,74,1,5.14,US,1614643578
407,grindavik,63.8424,-22.4338,276.15,81,90,3.09,IS,1614643579
408,svetlyy,54.675,20.1347,276.15,93,90,8.0,RU,1614643579
409,maragogi,-9.0122,-35.2225,298.68,83,83,5.16,BR,1614643579
410,saint-leu,-21.15,55.2833,297.15,57,0,3.6,RE,1614643580
411,cholet,47.1667,-1.0,278.15,85,0,3.35,FR,1614643580
412,sangamner,19.5667,74.2167,295.23,24,0,2.33,IN,1614643580
413,normandin,48.8333,-72.5321,260.15,66,100,8.75,CA,1614643581
414,iralaya,15.0,-83.2333,298.15,94,75,7.2,HN,1614643581
415,vila franca do campo,37.7167,-25.4333,284.15,82,75,1.03,PT,1614643581
416,susangerd,31.5608,48.1831,284.15,82,0,1.03,IR,1614643582
417,hanna,51.6334,-111.9018,279.82,53,95,8.05,CA,1614643582
418,calafell,41.2,1.5683,286.48,100,100,0.89,ES,1614643582
419,sioux lookout,50.1001,-91.917,259.15,33,75,3.6,CA,1614643582
420,saint anthony,45.0205,-93.218,269.15,42,1,2.57,US,1614643583
421,malanje,-9.5402,16.341,291.41,94,82,1.3,AO,1614643583
422,baykalsk,51.5058,104.1469,260.73,89,86,0.86,RU,1614643583
423,riyadh,24.6877,46.7219,289.15,41,0,2.06,SA,1614643305
424,san felipe,10.3399,-68.7425,293.9,88,64,3.26,VE,1614643584
425,bereda,43.2686,-7.5406,283.71,60,32,1.66,ES,1614643584
426,korla,41.7597,86.1469,271.35,75,0,2.07,CN,1614643584
427,labuan,5.2767,115.2417,298.15,94,20,2.69,MY,1614643584
428,taboga,46.2663,13.1092,282.59,63,0,2.69,IT,1614643585
429,carora,10.1755,-70.0827,297.0,57,42,5.8,VE,1614643585
430,taoudenni,22.6783,-3.9836,293.01,23,0,4.29,ML,1614643585
431,gari,59.4307,62.3497,254.58,92,57,4.69,RU,1614643586
432,weston,26.1004,-80.3998,299.26,78,1,4.12,US,1614643586
433,mwinilunga,-11.7358,24.4293,289.77,97,100,1.86,ZM,1614643586
434,zapolyarnyy,69.4154,30.8136,270.15,74,20,10.29,RU,1614643586
435,amapa,1.0,-52.0,295.51,98,100,1.81,BR,1614643586
436,raudeberg,61.9875,5.1352,279.82,96,100,7.08,NO,1614643587
437,itoman,26.1247,127.6694,292.15,88,75,10.8,JP,1614643587
438,tabuk,17.4189,121.4443,297.57,80,2,0.18,PH,1614643587
439,umm kaddadah,13.6017,26.6876,291.85,13,0,7.05,SD,1614643588
440,lazaro cardenas,17.9583,-102.2,298.29,69,2,1.58,MX,1614643448
441,jizan,17.3333,42.6667,299.15,73,0,1.54,SA,1614643383
442,omsukchan,62.5333,155.8,242.53,80,100,1.52,RU,1614643588
443,mandalgovi,45.7625,106.2708,264.77,72,0,5.54,MN,1614643589
444,hermiston,45.8404,-119.2895,291.15,27,1,2.06,US,1614643589
445,stornoway,58.2093,-6.3865,274.15,93,9,0.51,GB,1614643589
446,tshikapa,-6.4167,20.8,295.74,91,100,2.07,CD,1614643589
447,outjo,-20.1167,16.15,292.05,65,3,4.93,NA,1614643590
448,pavlivka,49.4414,28.4596,273.22,97,52,3.34,UA,1614643590
449,salinopolis,-0.6136,-47.3561,297.92,86,98,1.93,BR,1614643590
450,kaligutan,7.7031,125.8131,298.15,88,40,2.06,PH,1614643591
451,myitkyina,25.3833,97.4,290.6,72,79,0.85,MM,1614643591
452,zhuhai,22.2769,113.5678,291.15,72,20,9.77,CN,1614643591
453,verkhoyansk,67.5447,133.385,238.31,96,93,0.74,RU,1614643592
454,wanning,18.8003,110.3967,295.79,90,51,3.14,CN,1614643592
455,simbahan,6.3032,120.5836,301.26,78,84,5.74,PH,1614643592
456,tucuma,-0.1833,-50.05,297.44,89,100,2.05,BR,1614643593
457,somotillo,13.0433,-86.9064,305.15,55,75,7.72,NI,1614643593
458,burnie,-41.0667,145.9167,289.26,39,7,9.83,AU,1614643593
459,port macquarie,-31.4333,152.9167,299.26,62,14,0.89,AU,1614643516
460,poronaysk,49.2167,143.1167,257.66,88,100,2.83,RU,1614643594
461,icatu,-2.7758,-44.0658,299.15,94,40,1.03,BR,1614643594
462,zhovtneve,50.6637,24.2492,273.48,96,15,4.35,UA,1614643594
463,djambala,-2.5447,14.7533,295.14,88,81,1.7,CG,1614643595
464,lac du bonnet,50.2536,-96.0612,262.04,100,93,3.58,CA,1614643595
465,flin flon,54.7682,-101.865,259.15,72,90,3.6,CA,1614643484
466,kavaratti,10.5669,72.642,300.47,71,0,2.32,IN,1614643595
467,codrington,-38.2667,141.9667,287.52,54,100,5.53,AU,1614643596
468,sung noen,14.8992,101.8207,302.59,79,81,1.94,TH,1614643596
469,bonfim,3.0833,-59.95,302.92,44,84,3.84,BR,1614643596
470,gongzhuling,43.5008,124.8198,261.81,57,0,1.66,CN,1614643596
471,ostrovnoy,68.0531,39.5131,269.64,97,98,6.94,RU,1614643597
472,tutoia,-2.7619,-42.2744,299.2,88,100,4.43,BR,1614643597
473,anzio,41.4853,12.6179,282.59,87,0,1.54,IT,1614643597
474,binzhou,37.3667,118.0167,272.59,85,0,1.81,CN,1614643597
475,mill valley,37.906,-122.545,290.37,31,0,1.34,US,1614643598
476,waingapu,-9.6567,120.2641,300.03,73,54,1.09,ID,1614643598
477,rorvik,64.8621,11.2373,278.43,71,98,10.66,NO,1614643598
478,hami,42.8,93.45,271.34,50,0,0.34,CN,1614643599
479,charters towers,-20.1,146.2667,300.27,65,100,7.95,AU,1614643599
480,penzance,50.1186,-5.5371,281.15,93,75,7.2,GB,1614643599
481,caravelas,-17.7125,-39.2481,297.63,86,38,3.26,BR,1614643600
482,miyako,39.6367,141.9525,286.0,84,100,8.05,JP,1614643600
483,qaqortoq,60.7167,-46.0333,267.15,53,0,1.54,GL,1614643600
484,tefe,-3.3542,-64.7114,297.15,94,75,1.54,BR,1614643502
485,adre,13.4667,22.2,293.58,12,27,9.18,TD,1614643600
486,santo angelo,-28.2992,-54.2631,295.05,90,14,2.95,BR,1614643368
487,rocha,-34.4833,-54.3333,292.84,95,65,3.34,UY,1614643466
488,batagay-alyta,67.8006,130.4114,240.24,84,97,0.25,RU,1614643601
489,lampa,-33.2833,-70.9,297.59,60,75,3.6,CL,1614643601
490,padang,-0.9492,100.3543,298.15,94,75,0.51,ID,1614643524
491,bad ischl,47.7111,13.6189,274.82,84,0,3.13,AT,1614643602
492,qandala,11.472,49.8728,298.16,51,0,2.37,SO,1614643602
493,quelimane,-17.8786,36.8883,296.4,96,93,3.22,MZ,1614643602
494,husavik,66.0449,-17.3389,278.15,52,75,2.57,IS,1614643602
495,birin,26.8865,88.0718,283.71,50,0,2.05,NP,1614643602
496,nanakuli,21.3906,-158.1547,300.15,44,1,6.69,US,1614643603
497,broken hill,-31.95,141.4333,291.15,48,39,8.23,AU,1614643603
498,el carrizo,24.0261,-106.8814,295.93,68,72,1.79,MX,1614643603
499,tapes,-30.6733,-51.3958,297.0,82,13,7.28,BR,1614643603
500,pacocha,-17.5833,-71.3333,296.15,73,0,3.09,PE,1614643604
501,imeni poliny osipenko,52.4201,136.4853,247.32,80,0,2.19,RU,1614643604
502,bashmakovo,53.2133,43.0342,270.34,98,85,7.46,RU,1614643604
503,calabozo,8.9242,-67.4293,300.7,41,32,5.49,VE,1614643604
504,mitsamiouli,-11.3847,43.2844,301.05,79,50,3.55,KM,1614643605
505,natal,-5.795,-35.2094,298.15,94,75,2.06,BR,1614643605
506,sept-iles,50.2001,-66.3821,271.48,100,90,8.23,CA,1614643502
507,wabana,47.6332,-52.9481,270.37,96,52,2.63,CA,1614643605
508,batagay,67.6333,134.6333,237.67,81,78,0.41,RU,1614643606
509,cimarron hills,38.8586,-104.6989,279.15,24,1,5.66,US,1614643488
510,pangai,-19.8,-174.35,299.15,83,75,3.09,TO,1614643606
511,elko,41.0002,-115.5012,284.15,25,1,4.12,US,1614643607
512,fort nelson,58.8053,-122.7002,255.15,65,75,1.03,CA,1614643607
513,itarema,-2.9248,-39.9167,299.19,79,99,5.13,BR,1614643607
514,antofagasta,-23.65,-70.4,294.15,73,0,3.09,CL,1614643607
515,deder,9.3167,41.45,287.74,50,26,2.52,ET,1614643608
516,curvelo,-18.7564,-44.4308,293.2,89,95,2.77,BR,1614643608
517,bad hofgastein,47.1667,13.1,272.04,81,0,0.45,AT,1614643608
518,hofn,64.2539,-15.2082,277.77,68,100,4.21,IS,1614643608
519,kaeo,-35.1,173.7833,299.82,64,1,2.68,NZ,1614643609
520,teknaf,20.8624,92.3058,292.45,86,2,1.54,BD,1614643609
521,gainesville,29.6516,-82.3248,299.15,65,1,6.17,US,1614642904
522,aksu,41.1231,80.2644,270.74,92,0,0.81,CN,1614643609
523,bunia,1.5667,30.25,297.1,40,79,1.69,CD,1614643609
524,itaituba,-4.2761,-55.9836,295.86,98,100,0.86,BR,1614643609
525,fort smith,35.3859,-94.3986,286.15,30,1,2.57,US,1614643319
526,tagusao,9.1924,117.8141,299.84,76,52,1.86,PH,1614643610
527,mitikas,38.6699,20.9466,283.15,76,20,2.74,GR,1614643610
528,luwuk,-0.9516,122.7875,300.76,81,97,0.98,ID,1614643611
529,los llanos de aridane,28.6585,-17.9182,290.15,63,75,4.12,ES,1614643611
530,unguia,8.0434,-77.0945,299.03,78,95,2.52,CO,1614643611
531,caledon,-34.23,19.4265,291.48,84,37,1.03,ZA,1614643325
532,ipixuna,-1.7625,-48.8043,295.15,100,0,1.54,BR,1614643612
533,awjilah,29.1081,21.2869,286.18,64,0,4.05,LY,1614643612
534,santa isabel do rio negro,-0.4139,-65.0192,295.09,98,100,0.43,BR,1614643613
535,kurikka,62.6167,22.4167,276.15,70,0,5.66,FI,1614643613
536,matara,5.9485,80.5353,295.69,85,0,3.23,LK,1614643613
537,russell,32.3502,-85.1999,290.15,67,90,2.06,US,1614643613
538,hobyo,5.3505,48.5268,298.82,72,50,8.08,SO,1614643614
539,saldanha,-33.0117,17.9442,290.15,94,0,3.6,ZA,1614643614
540,san quintin,30.4833,-115.95,290.67,40,0,5.37,MX,1614643614
541,kano,12.0001,8.5167,295.15,28,48,1.03,NG,1614643614
542,navirai,-23.065,-54.1906,294.72,94,15,2.62,BR,1614643521
543,kismayo,-0.3582,42.5454,298.04,86,0,7.39,SO,1614643558
544,tatarskaya kargala,51.9495,55.1731,247.15,84,0,2.0,RU,1614643615
545,pangnirtung,66.1451,-65.7125,255.15,60,90,6.69,CA,1614643615
546,diffa,13.3154,12.6113,297.07,19,6,6.03,NE,1614643615
547,ust-maya,60.4167,134.5333,245.15,95,100,2.4,RU,1614643615
548,ventnor city,39.3404,-74.4774,279.82,49,1,9.26,US,1614643616
549,chabahar,25.2919,60.643,293.48,61,0,3.37,IR,1614643616
550,barranca,-10.75,-77.7667,296.21,70,45,1.96,PE,1614643616
551,sobolevo,54.4299,31.8996,275.04,94,100,6.05,RU,1614643617
552,raton,36.9034,-104.4391,280.15,10,1,5.14,US,1614643617
553,lamu,-2.2717,40.902,297.63,87,0,4.51,KE,1614643617
554,nanchang,28.6833,115.8833,281.5,80,82,4.77,CN,1614643618
555,krasnyy yar,46.5331,48.3456,273.15,93,75,4.0,RU,1614643618
